Date,ISIN,SECURITY_NAME,Maturity,RESIDUAL_NS,SIGNAL,Z_Residual_Score,Volatility_Score,MARKET_STRESS_SCORE,Cluster_Score,Regression_Score,COMPOSITE_SCORE,Z_SPRD_VAL,COMPOSITE_SCORE_1W_AGO,COMPOSITE_SCORE_1W_Change,COMPOSITE_SCORE_1W_Change_Pct,Z_Residual_Score_1W_AGO,Z_Residual_Score_1W_Change,Z_Residual_Score_1W_Change_Pct,Cluster_Score_1W_AGO,Cluster_Score_1W_Change,Cluster_Score_1W_Change_Pct,Regression_Score_1W_AGO,Regression_Score_1W_Change,Regression_Score_1W_Change_Pct,Z_SPRD_VAL_1W_AGO,Z_SPRD_VAL_1W_Change,Z_SPRD_VAL_1W_Change_Pct,COMPOSITE_SCORE_1M_AGO,COMPOSITE_SCORE_1M_Change,COMPOSITE_SCORE_1M_Change_Pct,Z_Residual_Score_1M_AGO,Z_Residual_Score_1M_Change,Z_Residual_Score_1M_Change_Pct,Cluster_Score_1M_AGO,Cluster_Score_1M_Change,Cluster_Score_1M_Change_Pct,Regression_Score_1M_AGO,Regression_Score_1M_Change,Regression_Score_1M_Change_Pct,Z_SPRD_VAL_1M_AGO,Z_SPRD_VAL_1M_Change,Z_SPRD_VAL_1M_Change_Pct,COMPOSITE_SCORE_3M_AGO,COMPOSITE_SCORE_3M_Change,COMPOSITE_SCORE_3M_Change_Pct,Z_Residual_Score_3M_AGO,Z_Residual_Score_3M_Change,Z_Residual_Score_3M_Change_Pct,Cluster_Score_3M_AGO,Cluster_Score_3M_Change,Cluster_Score_3M_Change_Pct,Regression_Score_3M_AGO,Regression_Score_3M_Change,Regression_Score_3M_Change_Pct,Z_SPRD_VAL_3M_AGO,Z_SPRD_VAL_3M_Change,Z_SPRD_VAL_3M_Change_Pct,COMPOSITE_SCORE_6M_AGO,COMPOSITE_SCORE_6M_Change,COMPOSITE_SCORE_6M_Change_Pct,Z_Residual_Score_6M_AGO,Z_Residual_Score_6M_Change,Z_Residual_Score_6M_Change_Pct,Cluster_Score_6M_AGO,Cluster_Score_6M_Change,Cluster_Score_6M_Change_Pct,Regression_Score_6M_AGO,Regression_Score_6M_Change,Regression_Score_6M_Change_Pct,Z_SPRD_VAL_6M_AGO,Z_SPRD_VAL_6M_Change,Z_SPRD_VAL_6M_Change_Pct,COMPOSITE_SCORE_1Y_AGO,COMPOSITE_SCORE_1Y_Change,COMPOSITE_SCORE_1Y_Change_Pct,Z_Residual_Score_1Y_AGO,Z_Residual_Score_1Y_Change,Z_Residual_Score_1Y_Change_Pct,Cluster_Score_1Y_AGO,Cluster_Score_1Y_Change,Cluster_Score_1Y_Change_Pct,Regression_Score_1Y_AGO,Regression_Score_1Y_Change,Regression_Score_1Y_Change_Pct,Z_SPRD_VAL_1Y_AGO,Z_SPRD_VAL_1Y_Change,Z_SPRD_VAL_1Y_Change_Pct,COMPOSITE_SCORE_Market_Percentile,COMPOSITE_SCORE_Market_Zscore,Z_Residual_Score_Market_Percentile,Z_Residual_Score_Market_Zscore,Cluster_Score_Market_Percentile,Cluster_Score_Market_Zscore,Regression_Score_Market_Percentile,Regression_Score_Market_Zscore,Z_SPRD_VAL_Market_Percentile,Z_SPRD_VAL_Market_Zscore,Issuer_Proxy,COMPOSITE_SCORE_Issuer_Percentile,COMPOSITE_SCORE_Issuer_Zscore,Z_Residual_Score_Issuer_Percentile,Z_Residual_Score_Issuer_Zscore,Cluster_Score_Issuer_Percentile,Cluster_Score_Issuer_Zscore,Regression_Score_Issuer_Percentile,Regression_Score_Issuer_Zscore,Z_SPRD_VAL_Issuer_Percentile,Z_SPRD_VAL_Issuer_Zscore,VOLATILITY_1M_AGO,Volatility_1M_Change,Volatility_Trend,Volatility_Market_Percentile,Volatility_Issuer_Percentile,COMPOSITE_Direction,Direction_1W_Ago,Direction_1M_Ago,Direction_Consistency_1W,Direction_Consistency_1M,COMPOSITE_SCORE_Relative_Strength,Z_Residual_Score_Relative_Strength,Cluster_Score_Relative_Strength,Regression_Score_Relative_Strength,COMPOSITE_Market_Category,COMPOSITE_Issuer_Category,Z_SPRD_VAL_Market_Category,Z_SPRD_VAL_Issuer_Category,Z_SPRD_VAL_Level_Category,YAS_RISK,Top_Features,Top_Feature_Effects_Pct,Top_Features_spgb,Top_Feature_Effects_Pct_spgb,Top_Features_frtr,Top_Feature_Effects_Pct_frtr,Top_Features_bunds,Top_Feature_Effects_Pct_bunds,Top_Features_rfgb,Top_Feature_Effects_Pct_rfgb,Top_Features_eu,Top_Feature_Effects_Pct_eu,Top_Features_ragb,Top_Feature_Effects_Pct_ragb,Top_Features_nether,Top_Feature_Effects_Pct_nether,Top_Features_bgb,Top_Feature_Effects_Pct_bgb,REL_SPRD
2025-09-16,DE0001141851,OBL 0 04/16/27,2027-04-16,-0.3404165674199841,NO ACTION,-0.2781119666767613,0.9700566245838641,1.3766039368207976,0.6169052748886056,0.11780471523246572,-0.28858794647841685,-15.133177704975417,0.42072997616207086,-0.7093179226404878,-168.59219593804966,0.1430126100392087,-0.42112457671597003,-294.46672370628096,0.6169052748886056,0.0,0.0,0.11780471523246572,0.0,0.0,-15.100447547278913,-0.03273015769650378,-0.21674958687384577,0.7689106573399161,-1.057498603818333,-137.53205004643786,0.854667343249311,-1.1327793099260723,-132.54037440641943,0.6169052748886056,0.0,0.0,0.11780471523246572,0.0,0.0,-17.34,2.2068222950245833,12.726772166966008,0.9033173520043536,-1.1919052984827705,-131.94756888521158,1.0701116760320444,-1.3482236427088057,-125.98905892785788,0.6169052748886056,0.0,0.0,0.2832706745742416,-0.16546595934177588,-58.41266617139459,-14.801,-0.33217770497541643,-2.24429230964791,0.7974606072232723,-1.086048553701689,-136.1883621893792,0.8512999188329917,-1.129411885509753,-132.66909196832805,0.6169052748886056,0.0,0.0,0.2968610112733471,-0.17905629604088136,-60.31653979793051,-17.714,2.580822295024582,14.569393099060871,-0.5115778651572721,0.22298991867885526,43.58865570765789,-0.7269278199314273,0.448815853254666,61.74145971230786,0.6169052748886056,0.0,0.0,0.6752673844272854,-0.5574626691948197,-82.55435902804406,-45.994,30.860822295024583,67.09749595233038,47.44186046511628,-0.2899990990283798,42.55813953488372,-0.2765277008379911,62.32558139534884,0.608628963819958,56.51162790697675,0.1516216605462719,3.488372093023256,-1.2308640422171506,OBL 0 04/16/27,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.9826661608920589,-0.012609536308194835,falling,2.3255813953488373,100.0,-1.0,1.0,1.0,0,0,0.3382951215306305,0.33883092877826354,0.7214492437129192,0.1501814963578862,Below Median,Top Decile,Bottom Decile,Top Decile,Very Tight,1.497923945430557,N/A,N/A,,,,,"['AMT_OUTSTANDING', 'Issue_Age', 'YAS_RISK']",[40.08856681 30.69231458 29.21911861],,,,,,,,,,,0.0002578263178792
2025-09-16,DE0001141869,OBL 1.3 10/15/27,2027-10-15,-3.736349471727756,MODERATE SELL,-0.737620154898903,0.9851577484025859,1.3766039368207976,-2.0818685403829407,-0.9988679339238048,-1.2427680462477018,-17.311131390122952,-1.3075420060422076,0.06477395979450584,4.953872150936291,-0.8689402126136657,0.13132005771476274,15.112668777118879,-2.0818685403829407,0.0,0.0,-0.9988679339238048,0.0,0.0,-18.237808537124906,0.9266771470019535,5.081077282983318,-1.3624602901835716,0.11969224393586986,8.785007821493448,-0.9811672434224911,0.24354708852358808,24.822178652421513,-2.0818685403829407,0.0,0.0,-0.9988679339238048,0.0,0.0,-20.161,2.849868609877049,14.135551849925568,-1.5258575844554032,0.28308953820770144,18.552815101250616,-1.3206509472567436,0.5830307923578406,44.14722824029994,-2.0818685403829407,0.0,0.0,-0.9767211284803802,-0.022146805443424622,-2.2674645373070823,-17.66,0.34886860987704793,1.9754734409937742,-1.6166603430379256,0.37389229679022384,23.127448884834045,-1.4505973426213206,0.7129771877224176,49.15059209463074,-2.0818685403829407,0.0,0.0,-1.1480674307827703,0.1491994968589655,12.995708401697984,-22.429,5.117868609877046,22.818086439855712,-0.9905753091586095,-0.2521927370890923,-25.459218719814636,-0.3392046322908174,-0.3984155226080856,-117.45579892933887,-2.0818685403829407,0.0,0.0,-0.6562087996496245,-0.34265913427418027,-52.21800275085293,-45.294,27.982868609877045,61.78051972380225,8.837209302325581,-1.2753855653295387,25.348837209302328,-0.733418298979654,0.3488372093023256,-2.2240433792835694,14.418604651162791,-1.0065742637220942,1.3953488372093024,-1.280022731450376,OBL 1.3 10/15/27,100.0,0.707106650474508,100.0,0.7071066079320879,75.0,0.0,100.0,0.7071067475427795,100.0,0.7071067577432518,0.9898795368310168,-0.004721788428430962,falling,6.511627906976744,100.0,-1.0,-1.0,-1.0,1,1,1.4568258043001578,0.8986615180800333,2.434672785445384,1.2733911429993903,Bottom Decile,Top Decile,Bottom Decile,Top Decile,Very Tight,1.992560172115532,N/A,N/A,,,,,"['Issue_Age', 'AMT_OUTSTANDING', 'GREEN_BOND_LOAN_INDICATOR']",[39.18122014 34.30889499 26.50988487],,,,,,,,,,,0.0002433188693783
2025-09-16,DE000BU25000,OBL 2.2 04/13/28,2028-04-13,-4.858633841981767,WEAK SELL,-0.8894779424868964,0.9784887641047473,1.3766039368207976,-0.8609107619345103,-0.7314093834552101,-0.9410835459951779,-17.23276447790982,-1.0432145994379225,0.10213105344274465,9.790032896277424,-1.123446983431318,0.23396904094442172,20.825997337873105,-0.8609107619345103,0.0,0.0,-0.6457773934803841,-0.08563198997482602,-13.260295190466065,-18.00524722776161,0.7724827498517897,4.290320147516195,-0.9613294869266756,0.020245940931497786,2.10603554725233,-0.948175363624905,0.058697421138008576,6.190565877450123,-0.8609107619345103,0.0,0.0,-0.6720537977160825,-0.05935558573912758,-8.831969264610294,-18.727,1.4942355220901788,7.979043740547201,-0.9388955964282941,-0.002187949566883729,-0.2330343812351015,-0.9664431150364161,0.07696517254951973,7.96375601995406,-0.8609107619345103,0.0,0.0,-0.4722453276225125,-0.25916405583269764,-54.87911371183498,-15.153,-2.079764477909821,-13.725100485298691,-1.0593676553205906,0.11828410932541278,11.165538952863653,-1.2144493487573718,0.3249714062704754,26.75874493465805,-0.8609107619345103,0.0,0.0,-0.4722453276225125,-0.25916405583269764,-54.87911371183498,-17.299,0.06623552209017802,0.382886421480371,0.32791814018972615,-1.269001686184904,-386.9873276153479,0.19557736990039448,-1.0850553123872908,-554.795913995728,-0.8609107619345103,0.0,0.0,0.3984314011148836,-1.1298407845700937,-283.5722167106739,-43.317,26.08423552209018,60.21708686212912,18.372093023255815,-0.96383450309973,19.302325581395348,-0.8844110281233752,20.69767441860465,-0.9425082941508435,23.488372093023255,-0.7291703143216093,1.627906976744186,-1.2782539083987545,OBL 2.2 04/13/28,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.9861387339259924,-0.007649969821245106,falling,3.255813953488372,100.0,-1.0,-1.0,-1.0,1,1,1.1031783428512856,1.0836737483177028,1.0068051666669862,0.9324257984134624,Bottom Quartile,Top Decile,Bottom Decile,Top Decile,Very Tight,2.487782731408572,N/A,N/A,,,,,"['REL_SPRD_STD', 'Issue_Age', 'YAS_RISK']",[57.69744219 26.42435357 15.87820424],,,,,,,,,,,0.0002588610115491
2025-09-16,DE000BU25018,OBL 2.4 10/19/28,2028-10-19,-2.669209764751427,WEAK SELL,-1.2100517494833773,0.9812161955036222,1.3766039368207976,-0.752810131034171,-0.4983308108290424,-1.03080068789087,-13.800912401931944,-0.9231722872862117,-0.10762840060465828,-11.658538814590337,-0.9863855483739795,-0.22366620110939783,-22.67533209611294,-0.752810131034171,0.0,0.0,-0.4983308108290424,0.0,0.0,-13.774002169808789,-0.026910232123155353,-0.19536973910605931,-0.7148998428294455,-0.31590084506142446,-44.18812562502923,-0.561088597989223,-0.6489631514941544,-115.6614378288392,-0.752810131034171,0.0,0.0,-0.4983308108290424,0.0,0.0,-15.565,1.7640875980680555,11.333681959104961,0.26954719641359065,-1.3003478843044607,-482.41935118007467,0.21029871006854875,-1.420350459551926,-675.3966258515269,-0.752810131034171,0.0,0.0,-0.4466119369655207,-0.0517188738635217,-11.58027101937658,-12.418,-1.3829124019319448,-11.136353686731432,-0.7481208780378557,-0.28267980985301433,-37.78531175548602,-0.752647971110856,-0.45740377837252133,-60.77260417246123,-0.752810131034171,0.0,0.0,-0.12294865954621009,-0.3753821512828323,-305.3161556512374,-15.076,1.2750875980680565,8.457731475340164,0.7147518568376285,-1.7455525447284985,-244.2179762959666,0.8343317803468911,-2.0443835298302684,-245.03243835168652,-0.752810131034171,0.0,0.0,0.8583060880659368,-1.3566368988949793,-158.05979963930764,-40.858,27.05708759806805,66.22225168007691,13.953488372093023,-1.0564858353174231,10.69767441860465,-1.2031586852518812,25.116279069767444,-0.8290442959118421,33.95348837209302,-0.48742475616373404,3.953488372093023,-1.2007934229679236,OBL 2.4 10/19/28,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.9872797238737697,-0.006063528370147564,falling,4.186046511627907,100.0,-1.0,-1.0,-1.0,1,1,1.208348609979036,1.4742370241973295,0.8803852419516048,0.6352892301794656,Bottom Quartile,Top Decile,Bottom Decile,Top Decile,Very Tight,2.9773528806501304,N/A,N/A,,,,,"['REL_SPRD_STD', 'YAS_RISK', 'AMT_OUTSTANDING']",[57.21537161 25.48539953 17.29922886],,,,,,,,,,,0.0002675214140983
2025-09-16,DE000BU25026,OBL 2.1 04/12/29,2029-04-12,-1.8437104232236283,NO ACTION,-0.25860499945755433,0.9925441814072269,1.3766039368207976,0.7482287529302079,0.3870444856196609,-0.28272293615967425,-11.83527537818131,-0.27132976880918225,-0.011393167350492006,-4.199011033913997,-0.23545955146206266,-0.023145447995491675,-9.829903636859054,0.7482287529302079,0.0,0.0,0.3870444856196609,0.0,0.0,-11.997928656913455,0.16265327873214552,1.3556779944916035,-0.3891109685367753,0.10638803237710104,27.341308327296705,-0.4764959727758571,0.21789097331830276,45.72776711546765,0.7482287529302079,0.0,0.0,0.4135988831400698,-0.02655439752040889,-6.420326060064177,-14.249,2.413724621818691,16.939607131200297,1.0209268864231154,-1.3036498225827895,-127.69276890933254,1.1070814832233185,-1.3656864826808728,-123.35916470833726,0.7482287529302079,0.0,0.0,0.6772997198897188,-0.2902552342700579,-42.85476893919899,-10.484,-1.3512753781813096,-12.888929577379022,0.7416839738275758,-1.02440690998725,-138.11905505908842,0.43477560342621085,-0.6933806028837652,-159.4801045577604,0.7482287529302079,0.0,0.0,0.9782366283034044,-0.5911921426837434,-60.434471531251575,-11.895,0.05972462181868998,0.502098543661035,1.0500207527345011,-1.3327436888941753,-126.92546054264653,0.985179029193743,-1.2437840286512973,-126.24954238462007,0.7482287529302079,0.0,0.0,1.2187833694462211,-0.8317388838265602,-68.24337268239395,-39.738,27.90272462181869,70.21673112586697,47.674418604651166,-0.28394227412268014,43.95348837209303,-0.25713185512913367,69.88372093023256,0.7464680009943944,65.81395348837209,0.43087306421323984,5.813953488372093,-1.156426942516649,OBL 2.1 04/12/29,100.0,0.7071067500583909,100.0,0.707106761141856,75.0,0.0,100.0,0.7071067696025264,100.0,0.7071067580836141,0.9924961399340643,4.8041473162618864e-05,rising,21.86046511627907,50.0,-1.0,-1.0,-1.0,1,1,0.3314199058372203,0.3150650912290542,0.8750274797427081,0.49341760126261813,Below Median,Top Decile,Bottom Decile,Top Decile,Very Tight,3.39584543050293,N/A,N/A,,,,,"['GREEN_BOND_LOAN_INDICATOR', 'AMT_OUTSTANDING', 'Cpn']",[51.44312244 34.8886121  13.66826547],,,,,,,,,,,0.0002203437362285
2025-09-16,DE000BU25034,OBL 2 1/2 10/11/29,2029-10-11,-0.7849386341946456,WEAK BUY,0.9617048506099986,0.9850716145735801,1.3766039368207976,0.8491471376176397,1.0293955747932966,1.032946491647257,-9.601197418587766,1.2243338925649405,-0.19138740091768347,-15.631961225343263,1.325164230366648,-0.36345937975664944,-27.42749681021328,0.8491471376176397,0.0,0.0,1.1094346410128004,-0.08003906621950385,-7.214401149850184,-9.667844631914754,0.06664721332698775,0.6893699246886947,1.270206009968184,-0.23725951832092695,-18.67882174947256,1.4190770529735277,-0.45737220236352916,-32.230258264139195,0.8491471376176397,0.0,0.0,1.1094346410128004,-0.08003906621950385,-7.214401149850184,-12.076,2.4748025814122343,20.49356226699965,1.037767484443363,-0.004820992796106038,-0.4645542302991403,0.9151602927560747,0.04654455785392386,5.08594589535313,0.8491471376176397,0.0,0.0,1.188156760808369,-0.1587611860150724,-13.361972924419591,-8.779,-0.8221974185877663,-9.365501966638751,1.3628406462653706,-0.32989415461811356,-24.206362871660396,1.5485233884026361,-0.5868185377926376,-37.89536137445288,0.8491471376176397,0.0,0.0,1.287016362510524,-0.2576207877172274,-20.016900578715894,-8.783,-0.8181974185877667,-9.315694155256715,,,,,,,,,,,,,,,,83.02325581395348,1.0747559932176387,81.16279069767441,0.9562264953993008,76.9767441860465,0.8523934088952441,85.5813953488372,1.0971098651166866,9.069767441860465,-1.106001469795443,OBL 2 1/2,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.9905866995820943,-0.0055150850085142755,falling,6.046511627906977,100.0,1.0,1.0,1.0,1,1,1.2108640128273045,1.1716696395213946,0.9930480175353603,1.312308827890096,Top Quartile,Top Decile,Bottom Decile,Top Decile,Very Tight,3.8761553889358416,N/A,N/A,,,,,"['Issue_Age', 'AMT_OUTSTANDING', 'Cpn']",[62.78994598 24.46966117 12.74039285],,,,,,,,,,,0.0002273637176934
2025-09-16,DE000BU25042,OBL 2.4 04/18/30,2030-04-18,-0.5222761235243762,WEAK BUY,1.2644420904342355,0.9868290058667641,1.3766039368207976,-0.8130613907730017,0.7837242691426543,0.9107176391134979,-8.129259310865462,0.7365196136093531,0.17419802550414476,23.65151177513481,0.9071907577329313,0.35725133270130416,39.37995683025686,-0.8130613907730017,0.0,0.0,0.7837242691426543,0.0,0.0,-8.570925300723463,0.44166598985800043,5.153072437878004,0.6905956021894148,0.22012203692408305,31.874230452496494,0.8092953647606228,0.4551467256736127,56.239877289331865,-0.8130613907730017,0.0,0.0,0.7910656947425129,-0.00734142559985862,-0.92804245663111,-11.012,2.882740689134538,26.17817550414748,-0.9815769861080528,1.8922946252215507,192.78106890488345,-1.2368757212204569,2.501317811654692,202.22870806807555,-0.8130613907730017,0.0,0.0,0.8201451548868834,-0.03642088574422919,-4.4407852784515836,-7.526,-0.6032593108654627,-8.015669812169754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.30232558139535,0.9485296580557455,89.06976744186046,1.257239191425915,23.488372093023255,-0.8922848965629788,77.90697674418605,0.842303315382304,11.162790697674419,-1.0727782894764544,OBL 2.4 04/18/30,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.9925459487242267,-0.0057169428574626036,falling,8.837209302325581,100.0,1.0,1.0,1.0,1,1,1.0675821293424375,1.5405021689919263,0.9508469927920058,0.9991186111657222,Top Quartile,Top Decile,Bottom Quartile,Top Decile,Very Tight,4.330028919572015,N/A,N/A,,,,,"['Issue_Age', 'REL_SPRD_STD', 'Cpn']",[55.06222463 30.00003088 14.93774449],,,,,,,,,,,0.0001689466178378
2025-09-16,DE000BU25059,OBL 2.2 10/10/30,2030-10-10,-0.1318467627180686,WEAK BUY,1.3235346501566205,0.9893465673120544,1.3766039368207976,0.4410811004858244,1.3320083404386294,1.1488794878011166,-6.629310381796343,1.0866369593647536,0.06224252843636302,5.727996579460196,1.188112186443932,0.13542246371268862,11.398120827141877,0.4410811004858244,0.0,0.0,1.356231602751262,-0.02422326231263261,-1.7860712053078538,-6.923959321685581,0.294648939889238,4.255497841254768,1.1157378129677884,0.033141674833328194,2.970381943777217,1.226551289322354,0.09698336083426651,7.906995890660909,0.4410811004858244,0.0,0.0,1.4148081905537049,-0.08279985011507551,-5.852372786832212,-9.622,2.9926896182036566,31.10257342645395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.11627906976744,1.1944805666345226,90.23255813953487,1.3159951301649875,53.48837209302325,0.4240813469498661,91.3953488372093,1.4109752329725396,14.883720930232558,-1.038922875666393,OBL 2.2 10/10/30,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.9938815743628514,-0.004535007050797013,falling,12.325581395348838,100.0,1.0,1.0,1.0,1,1,1.3467656244568575,1.6124961472945283,0.5158289924154411,1.6980899731688188,Top Quartile,Top Decile,Bottom Quartile,Top Decile,Very Tight,4.717647789916413,N/A,N/A,,,,,"['Issue_Age', 'Cpn', 'REL_SPRD_STD']",[70.64012969 15.05749975 14.30237056],,,,,,,,,,,0.0001406653470918
2025-09-16,DE000BU27006,DBR 2.4 11/15/30,2030-11-15,-0.4274706088658639,WEAK BUY,1.1736563811099552,0.9913741915216324,1.3766039368207976,1.2247849878508672,0.5375408043661639,1.1593125446040788,-6.697901859758435,1.0343634573393405,0.1249490872647383,12.079804750465597,0.9180549871062079,0.25560139400374726,27.841621123944194,1.2247849878508672,0.0,0.0,0.5375408043661639,0.0,0.0,-7.318932910429618,0.6210310506711831,8.485267694388554,1.1125516066778505,0.046760937926228374,4.203035367101393,1.0767467076033015,0.09690967350665369,9.000229294625765,1.2247849878508672,0.0,0.0,0.5375408043661639,0.0,0.0,-9.756,3.0580981402415652,31.345819363540212,1.2261699814108948,-0.066857436806816,-5.452542247415986,1.309223318460196,-0.13556693735024083,-10.354760292094998,1.2247849878508672,0.0,0.0,0.5387322678075861,-0.0011914634414221803,-0.22116058207444625,-5.927,-0.7709018597584354,-13.006611413156307,1.2272725860087,-0.06796004140462109,-5.537485447457945,1.2396100669174979,-0.06595368580754268,-5.320518688549853,1.2247849878508672,0.0,0.0,0.7538200982858156,-0.21627929391965173,-28.691101702164733,-8.425,1.7270981402415657,20.4996811654789,0.9091010383013154,0.25021150630276345,27.5229587261275,0.4843809645455074,0.6892754165644478,142.300266275155,1.2247849878508672,0.0,0.0,1.0614204615453957,-0.5238796571792318,-49.35646816915818,-38.224,31.52609814024156,82.47723454372604,86.27906976744187,1.2052548355364585,85.81395348837209,1.1669706432279594,92.09302325581396,1.246668373087256,70.46511627906978,0.5869655619754913,14.418604651162791,-1.0404710569579332,DBR 2.4 11/15/30,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.9948142032423096,-0.003440011720677205,falling,19.302325581395348,100.0,1.0,1.0,1.0,1,1,1.358995699420706,1.4298956151722135,1.4323434069444456,0.6852754764003224,Top Quartile,Top Decile,Bottom Quartile,Top Decile,Very Tight,4.827367950513661,N/A,N/A,,,,,"['REL_SPRD_STD', 'YAS_RISK', 'Issue_Age']",[73.27842016 15.17042902 11.55115082],,,,,,,,,,,0.0002090415445183
2025-09-16,DE000BU2D004,DBR 2 1/2 08/15/54,2054-08-15,0.0582540359090444,NO ACTION,0.39545716558316013,0.9906744626208864,1.3766039368207976,-0.8956512075284638,0.9892648787332512,0.5204745107495662,36.92897056061838,0.7534672222215557,-0.23299271147198952,-30.92273976998623,0.8719101810082435,-0.47645301542508334,-54.64473524207021,-0.8956512075284638,0.0,0.0,0.9892648787332512,0.0,0.0,37.495585826073295,-0.5666152654549137,-1.5111519204743067,0.8099325642850524,-0.28945805353548626,-35.7385370987206,0.9729663795787957,-0.5775092139956356,-59.35551527588158,-0.8956512075284638,0.0,0.0,1.030064735069477,-0.04079985633622574,-3.9609021211063604,31.286,5.64297056061838,18.03672747815223,0.8001033605877511,-0.2796288498381849,-34.94909034476023,0.9244929825354206,-0.5290358169522604,-57.22442692630698,-0.8956512075284638,0.0,0.0,1.1153481546068016,-0.1260832758735504,-11.304387264401791,51.33,-14.401029439381617,-28.05577525146316,0.9376209294529635,-0.4171464187033973,-44.48987870799613,1.2987878211042096,-0.9033306555210495,-69.55182624039922,-0.8956512075284638,0.0,0.0,0.8380523236290907,0.15121255510416054,18.043330832258615,41.249,-4.320029439381621,-10.473052530568777,0.26119812813615306,0.2592763826134131,99.26425374374675,0.19065063534932503,0.2048065302338351,107.42503905957021,-0.8956512075284638,0.0,0.0,0.002639396961730607,0.9866254817715205,37380.574351619114,11.86,25.068970560618382,211.37411921990702,64.18604651162791,0.545523666472161,64.65116279069767,0.39320444238819435,20.0,-0.9789723723422881,85.11627906976744,1.0554869162158464,56.04651162790698,-0.05576698443510893,DBR 2 1/2,80.0,0.21117739268982147,80.0,-0.0684582493696902,40.0,-0.4171556108870747,100.0,0.7203153620430391,100.0,1.1670971368868555,0.9957141437664998,-0.005039681145613373,falling,16.046511627906977,60.0,1.0,1.0,1.0,1,1,0.61012246012426,0.4817955886892731,1.047432908429339,1.26114883847636,Above Median,Top Quartile,Above Median,Top Decile,Very Tight,16.80530195340566,N/A,N/A,,,,,"['Issue_Age', 'REL_SPRD_STD', 'YAS_RISK']",[76.70866965 16.87861242  6.41271793],,,,,,,,,,,0.0006051718920931
2025-09-16,DE000BU2D012,DBR 2.9 08/15/56,2056-08-15,0.1215756577771145,WEAK BUY,0.42540715716798905,0.9832838669711025,1.3766039368207976,0.8216284047879587,1.5591920172103635,0.8495498574612417,39.62203465442305,1.189774795071914,-0.3402249376106723,-28.595742333786266,1.0935544266968307,-0.6681472695288416,-61.09867484485129,0.8216284047879587,0.0,0.0,1.642675192377124,-0.0834831751667604,-5.082147404791371,40.08966212191539,-0.46762746749234196,-1.1664539999205021,1.4399571085276308,-0.5904072510663891,-41.001724528441926,1.5573105424611273,-1.1319033852931382,-72.68321552848349,0.8216284047879587,0.0,0.0,1.7805352137161563,-0.22134319650579282,-12.431273111453942,34.465,5.157034654423043,14.963106493331587,1.3191649147463747,-0.469615057285133,-35.599419638558246,1.258333195919001,-0.8329260387510119,-66.19280448398399,0.8216284047879587,0.0,0.0,1.937667730757945,-0.3784757135475816,-19.532539329964575,54.402,-14.779965345576954,-27.16805511352551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.44186046511628,0.8853613901067792,66.27906976744185,0.42298382373605187,74.4186046511628,0.8235093457096639,95.81395348837209,1.6466066946154243,58.372093023255815,0.005018284680259344,DBR 2.9 08/15/56,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.993563957177808,-0.010280090206705506,falling,4.651162790697675,100.0,1.0,1.0,1.0,1,1,0.9958786421375183,0.5182844301686595,0.9608658174536766,1.9877115257385807,Top Quartile,Top Decile,Above Median,Top Decile,Very Tight,18.325313588930925,N/A,N/A,,,,,"['Issue_Age', 'YAS_RISK', 'Cpn']",[56.21510138 27.879075   15.90582362],,,,,,,,,,,0.0004205917402253
